Name,Type,Set,Set No.,Color,Sub-Type
Trick Shovel,Trainer,Flashfire,99,0,Item
Startling Megaphone,Trainer,Flashfire,98,0,Item
Sacred Ash,Trainer,Flashfire,97,0,Item
Protection Cube,Trainer,Flashfire,96,0,Pokémon Tool
Pokémon Fan Club,Trainer,Flashfire,95,0,Supporter
Pokémon Center Lady,Trainer,Flashfire,94,0,Supporter
Pal Pad,Trainer,Flashfire,93,0,Item
Magnetic Storm,Trainer,Flashfire,92,0,Stadium
Lysandre,Trainer,Flashfire,91,0,Supporter
Fiery Torch,Trainer,Flashfire,90,0,Item
Blacksmith,Trainer,Flashfire,88,0,Supporter
Furfrou,Pokémon,Flashfire,87,{C},0
Fletchling,Pokémon,Flashfire,86,{C},0
Lopunny,Pokémon,Flashfire,85,{C},0
Buneary,Pokémon,Flashfire,84,{C},0
Miltank,Pokémon,Flashfire,83,{C},0
Furret,Pokémon,Flashfire,82,{C},0
Sentret,Pokémon,Flashfire,81,{C},0
Snorlax,Pokémon,Flashfire,80,{C},0
M Kangaskhan-EX,Pokémon,Flashfire,79,{C},0
Kangaskhan-EX,Pokémon,Flashfire,78,{C},0
Pidgeot,Pokémon,Flashfire,77,{C},0
Pidgeotto,Pokémon,Flashfire,76,{C},0
Pidgey,Pokémon,Flashfire,75,{C},0
Goodra,Pokémon,Flashfire,74,{N},0
Sliggoo,Pokémon,Flashfire,73,{N},0
M Lucario-EX,Pokémon,Furious Fists,55,{F},0
Lucario-EX,Pokémon,Furious Fists,54,{F},0
Trapinch,Pokémon,Furious Fists,53,{F},0
Hariyama,Pokémon,Furious Fists,52,{F},0
Makuhita,Pokémon,Furious Fists,51,{F},0
Breloom,Pokémon,Furious Fists,50,{F},0
Hitmontop,Pokémon,Furious Fists,49,{F},0
Hitmonchan,Pokémon,Furious Fists,48,{F},0
Hitmonlee,Pokémon,Furious Fists,47,{F},0
Machamp,Pokémon,Furious Fists,46,{F},0
Machoke,Pokémon,Furious Fists,45,{F},0
Machop,Pokémon,Furious Fists,44,{F},0
Golurk,Pokémon,Furious Fists,43,{P},0
Golett,Pokémon,Furious Fists,42,{P},0
Gothitelle,Pokémon,Furious Fists,41,{P},0
Gothorita,Pokémon,Furious Fists,40,{P},0
Gothita,Pokémon,Furious Fists,39,{P},0
Skorupi,Pokémon,Furious Fists,38,{P},0
Jynx,Pokémon,Furious Fists,37,{P},0
Hypno,Pokémon,Furious Fists,36,{P},0
Drowzee,Pokémon,Furious Fists,35,{P},0
Dedenne,Pokémon,Furious Fists,34,{L},0
Thundurus,Pokémon,Furious Fists,33,{L},0
Minun,Pokémon,Furious Fists,32,{L},0
Plusle,Pokémon,Furious Fists,31,{L},0
Electivire,Pokémon,Furious Fists,30,{L},0
Electabuzz,Pokémon,Furious Fists,29,{L},0
Raichu,Pokémon,Furious Fists,28,{L},0
Pikachu,Pokémon,Furious Fists,27,{L},0
Aurorus,Pokémon,Furious Fists,26,{W},0
Amaura,Pokémon,Furious Fists,25,{W},0
Clawitzer,Pokémon,Furious Fists,24,{W},0
Clauncher,Pokémon,Furious Fists,23,{W},0
Beartic,Pokémon,Furious Fists,22,{W},0
Cubchoo,Pokémon,Furious Fists,21,{W},0
Seismitoad-EX,Pokémon,Furious Fists,20,{W},0
Glaceon,Pokémon,Furious Fists,19,{W},0
Politoed,Pokémon,Furious Fists,18,{W},0
Poliwrath,Pokémon,Furious Fists,17,{W},0
Poliwhirl,Pokémon,Furious Fists,16,{W},0
Poliwag,Pokémon,Furious Fists,15,{W},0
Blaziken,Pokémon,Furious Fists,14,{R},0
Combusken,Pokémon,Furious Fists,13,{R},0
Torchic,Pokémon,Furious Fists,12,{R},0
Magmortar,Pokémon,Furious Fists,11,{R},0
Magmar,Pokémon,Furious Fists,10,{R},0
Accelgor,Pokémon,Furious Fists,9,{G},0
Shelmet,Pokémon,Furious Fists,8,{G},0
Leafeon,Pokémon,Furious Fists,7,{G},0
Shroomish,Pokémon,Furious Fists,6,{G},0
M Heracross-EX,Pokémon,Furious Fists,5,{G},0
Heracross-EX,Pokémon,Furious Fists,4,{G},0
Victreebel,Pokémon,Furious Fists,3,{G},0
Weepinbell,Pokémon,Furious Fists,2,{G},0
Bellsprout,Pokémon,Furious Fists,1,{G},0
Genesect,Pokémon,Black & White Promos,99,{G},0
Mew,Pokémon,Black & White Promos,96,{P},0
Eevee,Pokémon,Black & White Promos,95,{C},0
Eevee,Pokémon,Black & White Promos,92,{C},0
Umbreon,Pokémon,Black & White Promos,91,{D},0
Simipour,Pokémon,XY,38,{W},0
Panpour,Pokémon,XY,37,{W},0
Corsola,Pokémon,XY,36,{W},0
Lapras,Pokémon,XY,35,{W},0
Starmie,Pokémon,XY,34,{W},0
Staryu,Pokémon,XY,33,{W},0
Cloyster,Pokémon,XY,32,{W},0
Shellder,Pokémon,XY,31,{W},0
M Blastoise-EX,Pokémon,XY,30,{W},0
Blastoise-EX,Pokémon,XY,29,{W},0
Talonflame,Pokémon,XY,28,{R},0
Fletchinder,Pokémon,XY,27,{R},0
Delphox,Pokémon,XY,26,{R},0
Braixen,Pokémon,XY,25,{R},0
Fennekin,Pokémon,XY,24,{R},0
Simisear,Pokémon,XY,23,{R},0
Pansear,Pokémon,XY,22,{R},0
Magcargo,Pokémon,XY,21,{R},0
Slugma,Pokémon,XY,20,{R},0
Gogoat,Pokémon,XY,19,{G},0
Skiddo,Pokémon,XY,18,{G},0
Vivillon,Pokémon,XY,17,{G},0
Spewpa,Pokémon,XY,16,{G},0
Scatterbug,Pokémon,XY,15,{G},0
Chesnaught,Pokémon,XY,14,{G},0
Quilladin,Pokémon,XY,13,{G},0
Chespin,Pokémon,XY,12,{G},0
Simisage,Pokémon,XY,11,{G},0
Pansage,Pokémon,XY,10,{G},0
Illumise,Pokémon,XY,9,{G},0
Volbeat,Pokémon,XY,8,{G},0
Ledian,Pokémon,XY,7,{G},0
Ledyba,Pokémon,XY,6,{G},0
Beedrill,Pokémon,XY,5,{G},0
Kakuna,Pokémon,XY,4,{G},0
Weedle,Pokémon,XY,3,{G},0
M Venusaur-EX,Pokémon,XY,2,{G},0
Venusaur-EX,Pokémon,XY,1,{G},0
Sylveon,Pokémon,XY Promos,4,{Y},0
Tierno,Trainer,Kalos Starter Set,39,0,Supporter
Switch,Trainer,Kalos Starter Set,38,0,Item
Potion,Trainer,Kalos Starter Set,37,0,Item
Pokémon Catcher,Trainer,Kalos Starter Set,36,0,Item
Poké Ball,Trainer,Kalos Starter Set,35,0,Item
Crushing Hammer,Trainer,Kalos Starter Set,34,0,Item
Furfrou,Pokémon,Kalos Starter Set,33,{C},0
Furfrou,Pokémon,Kalos Starter Set,32,{C},0
Fletchling,Pokémon,Kalos Starter Set,31,{C},0
Bunnelby,Pokémon,Kalos Starter Set,30,{C},0
Bidoof,Pokémon,Kalos Starter Set,29,{C},0
Skitty,Pokémon,Kalos Starter Set,28,{C},0
Miltank,Pokémon,Kalos Starter Set,27,{C},0
Snorlax,Pokémon,Kalos Starter Set,26,{C},0
Farfetch’d,Pokémon,Kalos Starter Set,25,{C},0
Swirlix,Pokémon,Kalos Starter Set,24,{Y},0
Granbull,Pokémon,Kalos Starter Set,23,{Y},0
Snubbull,Pokémon,Kalos Starter Set,22,{Y},0
Honedge,Pokémon,Kalos Starter Set,21,{M},0
Bisharp,Pokémon,Kalos Starter Set,20,{M},0
Pawniard,Pokémon,Kalos Starter Set,19,{M},0
Inkay,Pokémon,Kalos Starter Set,18,{D},0
Mightyena,Pokémon,Kalos Starter Set,17,{D},0
Poochyena,Pokémon,Kalos Starter Set,16,{D},0
Clauncher,Pokémon,Kalos Starter Set,15,{W},0
Greninja,Pokémon,Kalos Starter Set,14,{W},0
Frogadier,Pokémon,Kalos Starter Set,13,{W},0
Froakie,Pokémon,Kalos Starter Set,12,{W},0
Panpour,Pokémon,Kalos Starter Set,11,{W},0
Delphox,Pokémon,Kalos Starter Set,10,{R},0
Braixen,Pokémon,Kalos Starter Set,9,{R},0
Fairy Energy,Energy,XY Energy (2013 Unnumbered),9,{R},0
Fennekin,Pokémon,Kalos Starter Set,8,{R},0
Metal Energy,Energy,XY Energy (2013 Unnumbered),8,{R},0
Pansear,Pokémon,Kalos Starter Set,7,{R},0
Darkness Energy,Energy,XY Energy (2013 Unnumbered),7,{R},0
Slugma,Pokémon,Kalos Starter Set,6,{R},0
Fighting Energy,Energy,XY Energy (2013 Unnumbered),6,{R},0
Chesnaught,Pokémon,Kalos Starter Set,5,{G},0
Psychic Energy,Energy,XY Energy (2013 Unnumbered),5,{G},0
Quilladin,Pokémon,Kalos Starter Set,4,{G},0
Lightning Energy,Energy,XY Energy (2013 Unnumbered),4,{G},0
Chespin,Pokémon,Kalos Starter Set,3,{G},0
Water Energy,Energy,XY Energy (2013 Unnumbered),3,{G},0
Pansage,Pokémon,Kalos Starter Set,2,{G},0
Fire Energy,Energy,XY Energy (2013 Unnumbered),2,{G},0
Grass Energy,Energy,XY Energy (2013 Unnumbered),1,{G},0
Weedle,Pokémon,Kalos Starter Set,1,{G},0
Meloetta-EX,Pokémon,Legendary Treasures,140,{P},0
Mew-EX,Pokémon,Legendary Treasures,139,{P},0
Emolga,Pokémon,Legendary Treasures,138,{L},0
Reshiram,Pokémon,Legendary Treasures,137,{R},0
Shaymin-EX,Pokémon,Legendary Treasures,136,{G},0
Elesa,Trainer,Legendary Treasures,135,0,Supporter
Cinccino,Pokémon,Legendary Treasures,134,{C},0
Minccino,Pokémon,Legendary Treasures,133,{C},0
Audino,Pokémon,Legendary Treasures,132,{C},0
Ursaring,Pokémon,Legendary Treasures,131,{C},0
Teddiursa,Pokémon,Legendary Treasures,130,{C},0
Eevee,Pokémon,Legendary Treasures,129,{C},0
Purrloin,Pokémon,Legendary Treasures,128,{D},0
Stunfisk,Pokémon,Legendary Treasures,127,{F},0
Meloetta-EX,Pokémon,Legendary Treasures,126,{P},0
Gardevoir,Pokémon,Legendary Treasures,125,{P},0
Kirlia,Pokémon,Legendary Treasures,124,{P},0
Ralts,Pokémon,Legendary Treasures,123,{P},0
Pikachu,Pokémon,Legendary Treasures,122,{L},0
Piplup,Pokémon,Legendary Treasures,121,{W},0
Torchic,Pokémon,Legendary Treasures,120,{R},0
Growlithe,Pokémon,Legendary Treasures,119,{R},0
Serperior,Pokémon,Legendary Treasures,118,{G},0
Servine,Pokémon,Legendary Treasures,117,{G},0
Snivy,Pokémon,Legendary Treasures,116,{G},0
Zekrom,Pokémon,Legendary Treasures,115,{L},0
Reshiram,Pokémon,Legendary Treasures,114,{R},0
Double Colorless Energy,Energy,Legendary Treasures,113,{R},0
Energy Switch,Trainer,Legendary Treasures,112,0,Item
Crushing Hammer,Trainer,Legendary Treasures,111,0,Item
Cedric Juniper,Trainer,Legendary Treasures,110,0,Supporter
Bianca,Trainer,Legendary Treasures,109,0,Supporter
Tornadus,Pokémon,Legendary Treasures,108,{C},0
Lotad,Pokémon,Plasma Storm,29,{W},0
Mamoswine,Pokémon,Plasma Storm,28,{W},0
Piloswine,Pokémon,Plasma Storm,27,{W},0
Swinub,Pokémon,Plasma Storm,26,{W},0
Articuno-EX,Pokémon,Plasma Storm,25,{W},0
Squirtle,Pokémon,Plasma Storm,24,{W},0
Heatmor,Pokémon,Plasma Storm,23,{R},0
Lampent,Pokémon,Plasma Storm,22,{R},0
Litwick,Pokémon,Plasma Storm,21,{R},0
Simisear,Pokémon,Plasma Storm,20,{R},0
Pansear,Pokémon,Plasma Storm,19,{R},0
Victini-EX,Pokémon,Plasma Storm,18,{R},0
Infernape,Pokémon,Plasma Storm,17,{R},0
Monferno,Pokémon,Plasma Storm,16,{R},0
Chimchar,Pokémon,Plasma Storm,15,{R},0
Moltres-EX,Pokémon,Plasma Storm,14,{R},0
Amoonguss,Pokémon,Plasma Storm,13,{G},0
Foongus,Pokémon,Plasma Storm,12,{G},0
Maractus,Pokémon,Plasma Storm,11,{G},0
Leavanny,Pokémon,Plasma Storm,10,{G},0
Swadloon,Pokémon,Plasma Storm,9,{G},0
Sewaddle,Pokémon,Plasma Storm,8,{G},0
Cherrim,Pokémon,Plasma Storm,7,{G},0
Cherubi,Pokémon,Plasma Storm,6,{G},0
Vespiquen,Pokémon,Plasma Storm,5,{G},0
Combee,Pokémon,Plasma Storm,4,{G},0
Torterra,Pokémon,Plasma Storm,3,{G},0
Grotle,Pokémon,Plasma Storm,2,{G},0
Turtwig,Pokémon,Plasma Storm,1,{G},0
Rocky Helmet,Trainer,Boundaries Crossed,153,0,Pokémon Tool
Altaria,Pokémon,Boundaries Crossed,152,{N},0
Terrakion,Pokémon,Boundaries Crossed,151,{F},0
Golurk,Pokémon,Boundaries Crossed,150,{P},0
Skyla,Trainer,Boundaries Crossed,149,0,Supporter
Cheren,Trainer,Boundaries Crossed,148,0,Supporter
Bianca,Trainer,Boundaries Crossed,147,0,Supporter
White Kyurem-EX,Pokémon,Boundaries Crossed,146,{N},0
Black Kyurem-EX,Pokémon,Boundaries Crossed,145,{N},0
Landorus-EX,Pokémon,Boundaries Crossed,144,{F},0
Cresselia-EX,Pokémon,Boundaries Crossed,143,{P},0
Keldeo-EX,Pokémon,Boundaries Crossed,142,{W},0
Celebi-EX,Pokémon,Boundaries Crossed,141,{G},0
Gold Potion,Trainer,Boundaries Crossed,140,0,Item
Crystal Wall,Trainer,Boundaries Crossed,139,0,Pokémon Tool
Crystal Edge,Trainer,Boundaries Crossed,138,0,Pokémon Tool
Computer Search,Trainer,Boundaries Crossed,137,0,Item
Town Map,Trainer,Boundaries Crossed,136,0,Item
Switch,Trainer,Boundaries Crossed,135,0,Item
Skyla,Trainer,Boundaries Crossed,134,0,Supporter
Rocky Helmet,Trainer,Boundaries Crossed,133,0,Pokémon Tool
Potion,Trainer,Boundaries Crossed,132,0,Item
Poké Ball,Trainer,Boundaries Crossed,131,0,Item
Hugh,Trainer,Boundaries Crossed,130,0,Supporter
Great Ball,Trainer,Boundaries Crossed,129,0,Item
Energy Search,Trainer,Boundaries Crossed,128,0,Item
Aspertia City Gym,Trainer,Boundaries Crossed,127,0,Stadium
Audino,Pokémon,Boundaries Crossed,126,{C},0
Unfezant,Pokémon,Boundaries Crossed,125,{C},0
Tranquill,Pokémon,Boundaries Crossed,124,{C},0
Pidove,Pokémon,Boundaries Crossed,123,{C},0
Rare Candy,Trainer,Plasma Blast,105,0,Item
Dusknoir,Pokémon,Plasma Blast,104,{P},0
Virizion,Pokémon,Plasma Blast,103,{G},0
Exeggcute,Pokémon,Plasma Blast,102,{G},0
Iris,Trainer,Plasma Blast,101,0,Supporter
Palkia-EX,Pokémon,Plasma Blast,100,{N},0
Dialga-EX,Pokémon,Plasma Blast,99,{N},0
Jirachi-EX,Pokémon,Plasma Blast,98,{M},0
Genesect-EX,Pokémon,Plasma Blast,97,{G},0
Virizion-EX,Pokémon,Plasma Blast,96,{G},0
Scoop Up Cyclone,Trainer,Plasma Blast,95,0,Item
Master Ball,Trainer,Plasma Blast,94,0,Item
G Scope,Trainer,Plasma Blast,93,0,Pokémon Tool
G Booster,Trainer,Plasma Blast,92,0,Pokémon Tool
Plasma Energy,Energy,Plasma Blast,91,0,Pokémon Tool
Ultra Ball,Trainer,Plasma Blast,90,0,Item
Silver Mirror,Trainer,Plasma Blast,89,0,Pokémon Tool
Silver Bangle,Trainer,Plasma Blast,88,0,Pokémon Tool
Root Fossil Lileep,Trainer,Plasma Blast,87,0,Item
Reversal Trigger,Trainer,Plasma Blast,86,0,Pokémon Tool
Rare Candy,Trainer,Plasma Blast,85,0,Item
Professor Juniper,Trainer,Plasma Blast,84,0,Supporter
Pokémon Catcher,Trainer,Plasma Blast,83,0,Item
Plume Fossil,Trainer,Plasma Blast,82,0,Item
Iris,Trainer,Plasma Blast,81,0,Supporter
Energy Retrieval,Trainer,Plasma Blast,80,0,Item
Cover Fossil,Trainer,Plasma Blast,79,0,Item
Caitlin,Trainer,Plasma Blast,78,0,Supporter
Chatot,Pokémon,Plasma Blast,77,{C},0
Ursaring,Pokémon,Plasma Blast,76,{C},0
Teddiursa,Pokémon,Plasma Blast,75,{C},0
Porygon-Z,Pokémon,Plasma Blast,74,{C},0
Porygon2,Pokémon,Plasma Blast,73,{C},0
Porygon,Pokémon,Plasma Blast,72,{C},0
Kangaskhan,Pokémon,Plasma Blast,71,{C},0
Druddigon,Pokémon,Plasma Blast,70,{N},0
Haxorus,Pokémon,Plasma Blast,69,{N},0
Fraxure,Pokémon,Plasma Blast,68,{N},0
Axew,Pokémon,Plasma Blast,67,{N},0
Palkia-EX,Pokémon,Plasma Blast,66,{N},0
Dialga-EX,Pokémon,Plasma Blast,65,{N},0
Salamence,Pokémon,Plasma Blast,64,{N},0
Shelgon,Pokémon,Plasma Blast,63,{N},0
Bagon,Pokémon,Plasma Blast,62,{N},0
Escavalier,Pokémon,Plasma Blast,61,{M},0
Jirachi-EX,Pokémon,Plasma Blast,60,{M},0
Aggron,Pokémon,Plasma Blast,59,{M},0
Lairon,Pokémon,Plasma Blast,58,{M},0
Aron,Pokémon,Plasma Blast,57,{M},0
Houndoom,Pokémon,Plasma Blast,56,{D},0
Houndour,Pokémon,Plasma Blast,55,{D},0
Archeops,Pokémon,Plasma Blast,54,{F},0
Archen,Pokémon,Plasma Blast,53,{F},0
Sawk,Pokémon,Plasma Blast,52,{F},0
Throh,Pokémon,Plasma Blast,51,{F},0
Machamp,Pokémon,Plasma Blast,50,{F},0
Machamp,Pokémon,Plasma Blast,49,{F},0
Machoke,Pokémon,Plasma Blast,48,{F},0
Machop,Pokémon,Plasma Blast,47,{F},0
Golurk,Pokémon,Plasma Blast,46,{P},0
Stoutland,Pokémon,Boundaries Crossed,122,{C},0
Herdier,Pokémon,Boundaries Crossed,121,{C},0
Lillipup,Pokémon,Boundaries Crossed,120,{C},0
Watchog,Pokémon,Boundaries Crossed,119,{C},0
Patrat,Pokémon,Boundaries Crossed,118,{C},0
Lopunny,Pokémon,Boundaries Crossed,117,{C},0
Buneary,Pokémon,Boundaries Crossed,116,{C},0
Spinda,Pokémon,Boundaries Crossed,115,{C},0
Delcatty,Pokémon,Boundaries Crossed,114,{C},0
Skitty,Pokémon,Boundaries Crossed,113,{C},0
Taillow,Pokémon,Boundaries Crossed,112,{C},0
Dunsparce,Pokémon,Boundaries Crossed,111,{C},0
Togepi,Pokémon,Boundaries Crossed,110,{C},0
Snorlax,Pokémon,Boundaries Crossed,109,{C},0
Ditto,Pokémon,Boundaries Crossed,108,{C},0
Farfetch’d,Pokémon,Boundaries Crossed,107,{C},0
Meowth,Pokémon,Boundaries Crossed,106,{C},0
Raticate,Pokémon,Boundaries Crossed,105,{C},0
Rattata,Pokémon,Boundaries Crossed,104,{C},0
White Kyurem-EX,Pokémon,Boundaries Crossed,103,{N},0
White Kyurem,Pokémon,Boundaries Crossed,102,{N},0
Black Kyurem-EX,Pokémon,Boundaries Crossed,101,{N},0
Black Kyurem,Pokémon,Boundaries Crossed,100,{N},0
Flygon,Pokémon,Boundaries Crossed,99,{N},0
Vibrava,Pokémon,Boundaries Crossed,98,{N},0
Klink,Pokémon,Boundaries Crossed,97,{M},0
Skarmory,Pokémon,Boundaries Crossed,96,{M},0
Skarmory,Pokémon,Boundaries Crossed,95,{M},0
Scizor,Pokémon,Boundaries Crossed,94,{M},0
Mandibuzz,Pokémon,Boundaries Crossed,93,{D},0
Vullaby,Pokémon,Boundaries Crossed,92,{D},0
Liepard,Pokémon,Boundaries Crossed,91,{D},0
Purrloin,Pokémon,Boundaries Crossed,90,{D},0
Landorus-EX,Pokémon,Boundaries Crossed,89,{F},0
Mienshao,Pokémon,Boundaries Crossed,88,{F},0
Mienfoo,Pokémon,Boundaries Crossed,87,{F},0
Mienfoo,Pokémon,Boundaries Crossed,86,{F},0
Crustle,Pokémon,Boundaries Crossed,85,{F},0
Dwebble,Pokémon,Boundaries Crossed,84,{F},0
Trapinch,Pokémon,Boundaries Crossed,83,{F},0
Makuhita,Pokémon,Boundaries Crossed,82,{F},0
Gliscor,Pokémon,Boundaries Crossed,81,{F},0
Gligar,Pokémon,Boundaries Crossed,80,{F},0
Sandslash,Pokémon,Boundaries Crossed,79,{F},0
Sandshrew,Pokémon,Boundaries Crossed,78,{F},0
Meloetta,Pokémon,Boundaries Crossed,77,{P},0
Gothorita,Pokémon,Boundaries Crossed,76,{P},0
Gothita,Pokémon,Boundaries Crossed,75,{P},0
Scolipede,Pokémon,Boundaries Crossed,74,{P},0
Whirlipede,Pokémon,Boundaries Crossed,73,{P},0
Venipede,Pokémon,Boundaries Crossed,72,{P},0
Swoobat,Pokémon,Boundaries Crossed,71,{P},0
Woobat,Pokémon,Boundaries Crossed,70,{P},0
Musharna,Pokémon,Boundaries Crossed,69,{P},0
Munna,Pokémon,Boundaries Crossed,68,{P},0
Cresselia-EX,Pokémon,Boundaries Crossed,67,{P},0
Toxicroak,Pokémon,Boundaries Crossed,66,{P},0
Croagunk,Pokémon,Boundaries Crossed,65,{P},0
Croagunk,Pokémon,Boundaries Crossed,64,{P},0
Dusknoir,Pokémon,Boundaries Crossed,63,{P},0
Volcarona,Pokémon,Black & White Promos,40,{R},0
Pokémon Catcher,Trainer,Dark Explorers,111,0,Item
Archeops,Pokémon,Dark Explorers,110,{F},0
Gardevoir,Pokémon,Dark Explorers,109,{P},0
Tornadus-EX,Pokémon,Dark Explorers,108,{C},0
Darkrai-EX,Pokémon,Dark Explorers,107,{D},0
Groudon-EX,Pokémon,Dark Explorers,106,{F},0
Raikou-EX,Pokémon,Dark Explorers,105,{L},0
Kyogre-EX,Pokémon,Dark Explorers,104,{W},0
Entei-EX,Pokémon,Dark Explorers,103,{R},0
Ultra Ball,Trainer,Dark Explorers,102,0,Item
Twist Mountain,Trainer,Dark Explorers,101,0,Stadium
Rare Candy,Trainer,Dark Explorers,100,0,Item
Random Receiver,Trainer,Dark Explorers,99,0,Item
Professor Juniper,Trainer,Dark Explorers,98,0,Supporter
Old Amber Aerodactyl,Trainer,Dark Explorers,97,0,Item
N,Trainer,Dark Explorers,96,0,Supporter
Hooligans Jim & Cas,Trainer,Dark Explorers,95,0,Supporter
Enhanced Hammer,Trainer,Dark Explorers,94,0,Item
Dark Patch,Trainer,Dark Explorers,93,0,Item
Dark Claw,Trainer,Dark Explorers,92,0,Pokémon Tool
Cheren,Trainer,Dark Explorers,91,0,Supporter
Tornadus-EX,Pokémon,Dark Explorers,90,{C},0
Stoutland,Pokémon,Dark Explorers,88,{C},0
Haxorus,Pokémon,Dark Explorers,89,{C},0
Herdier,Pokémon,Dark Explorers,87,{C},0
Lillipup,Pokémon,Dark Explorers,86,{C},0
Chatot,Pokémon,Dark Explorers,85,{C},0
Eevee,Pokémon,Dark Explorers,84,{C},0
Eevee,Pokémon,Dark Explorers,83,{C},0
Blissey,Pokémon,Dark Explorers,82,{C},0
Chansey,Pokémon,Dark Explorers,81,{C},0
Chansey,Pokémon,Dark Explorers,80,{C},0
Bisharp,Pokémon,Dark Explorers,79,{M},0
Pawniard,Pokémon,Dark Explorers,78,{M},0
Klinklang,Pokémon,Dark Explorers,77,{M},0
Klang,Pokémon,Dark Explorers,76,{M},0
Klink,Pokémon,Dark Explorers,75,{M},0
Escavalier,Pokémon,Dark Explorers,74,{M},0
Vullaby,Pokémon,Dark Explorers,73,{D},0
Bisharp,Pokémon,Dark Explorers,72,{D},0
Zoroark,Pokémon,Dark Explorers,71,{D},0
Zorua,Pokémon,Dark Explorers,70,{D},0
Zorua,Pokémon,Dark Explorers,69,{D},0
Scrafty,Pokémon,Dark Explorers,68,{D},0
Scraggy,Pokémon,Dark Explorers,67,{D},0
Krookodile,Pokémon,Dark Explorers,66,{D},0
Krokorok,Pokémon,Dark Explorers,65,{D},0
Sandile,Pokémon,Dark Explorers,64,{D},0
Darkrai-EX,Pokémon,Dark Explorers,63,{D},0
Sableye,Pokémon,Dark Explorers,62,{D},0
Umbreon,Pokémon,Dark Explorers,61,{D},0
Umbreon,Pokémon,Dark Explorers,60,{D},0
Gurdurr,Pokémon,Dark Explorers,59,{F},0
Timburr,Pokémon,Dark Explorers,58,{F},0
Excadrill,Pokémon,Dark Explorers,57,{F},0
Excadrill,Pokémon,Dark Explorers,56,{F},0
Drilbur,Pokémon,Dark Explorers,55,{F},0
Groudon-EX,Pokémon,Dark Explorers,54,{F},0
Aerodactyl,Pokémon,Dark Explorers,53,{F},0
Axew,Pokémon,Noble Victories,86,{C},0
Audino,Pokémon,Noble Victories,85,{C},0
Cobalion,Pokémon,Noble Victories,84,{M},0
Durant,Pokémon,Noble Victories,83,{M},0
Bisharp,Pokémon,Noble Victories,82,{M},0
Pawniard,Pokémon,Noble Victories,81,{M},0
Escavalier,Pokémon,Noble Victories,80,{M},0
Hydreigon,Pokémon,Noble Victories,79,{D},0
Zweilous,Pokémon,Noble Victories,78,{D},0
Deino,Pokémon,Noble Victories,77,{D},0
Bisharp,Pokémon,Noble Victories,76,{D},0
Pawniard,Pokémon,Noble Victories,75,{D},0
Landorus,Pokémon,Noble Victories,74,{F},0
Terrakion,Pokémon,Noble Victories,73,{F},0
Golurk,Pokémon,Noble Victories,72,{F},0
Golett,Pokémon,Noble Victories,71,{F},0
Mienshao,Pokémon,Noble Victories,70,{F},0
Mienfoo,Pokémon,Noble Victories,69,{F},0
Stunfisk,Pokémon,Noble Victories,68,{F},0
Archeops,Pokémon,Noble Victories,67,{F},0
Archen,Pokémon,Noble Victories,66,{F},0
Conkeldurr,Pokémon,Noble Victories,65,{F},0
Conkeldurr,Pokémon,Noble Victories,64,{F},0
Gurdurr,Pokémon,Noble Victories,63,{F},0
Timburr,Pokémon,Noble Victories,62,{F},0
Gigalith,Pokémon,Noble Victories,61,{F},0
Chandelure,Pokémon,Noble Victories,60,{P},0
Lampent,Pokémon,Noble Victories,59,{P},0
Litwick,Pokémon,Noble Victories,58,{P},0
Litwick,Pokémon,Noble Victories,57,{P},0
Beheeyem,Pokémon,Noble Victories,56,{P},0
Elgyem,Pokémon,Noble Victories,55,{P},0
Elgyem,Pokémon,Noble Victories,54,{P},0
Reuniclus,Pokémon,Noble Victories,53,{P},0
Reuniclus,Pokémon,Noble Victories,52,{P},0
Duosion,Pokémon,Noble Victories,51,{P},0
Solosis,Pokémon,Noble Victories,50,{P},0
Garbodor,Pokémon,Noble Victories,49,{P},0
Trubbish,Pokémon,Noble Victories,48,{P},0
Cofagrigus,Pokémon,Noble Victories,47,{P},0
Cofagrigus,Pokémon,Noble Victories,46,{P},0
Yamask,Pokémon,Noble Victories,45,{P},0
Yamask,Pokémon,Noble Victories,44,{P},0
Victini,Pokémon,Noble Victories,43,{P},0
Stunfisk,Pokémon,Noble Victories,42,{L},0
Eelektross,Pokémon,Noble Victories,41,{L},0
Eelektrik,Pokémon,Noble Victories,40,{L},0
Tynamo,Pokémon,Noble Victories,39,{L},0
Tynamo,Pokémon,Noble Victories,38,{L},0
Emolga,Pokémon,Noble Victories,37,{L},0
Zebstrika,Pokémon,Noble Victories,36,{L},0
Blitzle,Pokémon,Noble Victories,35,{L},0
Kyurem,Pokémon,Noble Victories,34,{W},0
Cryogonal,Pokémon,Noble Victories,33,{W},0
Cryogonal,Pokémon,Noble Victories,32,{W},0
Jellicent,Pokémon,Noble Victories,31,{W},0
Frillish,Pokémon,Noble Victories,30,{W},0
Vanilluxe,Pokémon,Noble Victories,29,{W},0
Vanillish,Pokémon,Noble Victories,28,{W},0
Vanillite,Pokémon,Noble Victories,27,{W},0
Darumaka,Pokémon,Emerging Powers,20,{R},0
Simisear,Pokémon,Emerging Powers,19,{R},0
Pansear,Pokémon,Emerging Powers,18,{R},0
Virizion,Pokémon,Emerging Powers,17,{G},0
Sawsbuck,Pokémon,Emerging Powers,16,{G},0
