Name,Type,Set,SetNo,Color,SubType
Suicune,Pokmon,Shining Fates,95,{W},0
Galarian Mr. Rime,Pokmon,Shining Fates,94,{W},0
Galarian Mr. Mime,Pokmon,Shining Fates,93,{W},0
Centiskorch,Pokmon,Shining Fates,92,{R},0
Sizzlipede,Pokmon,Shining Fates,91,{R},0
Cinderace,Pokmon,Shining Fates,90,{R},0
Raboot,Pokmon,Shining Fates,89,{R},0
Scorbunny,Pokmon,Shining Fates,88,{R},0
Appletun,Pokmon,Shining Fates,87,{G},0
Eevee VMAX,Pokmon,Sword & Shield Promos,87,{C},0
Flapple,Pokmon,Shining Fates,86,{G},0
Cramorant V,Pokmon,Sword & Shield Promos,86,{C},0
Applin,Pokmon,Shining Fates,85,{G},0
Boltund V,Pokmon,Sword & Shield Promos,85,{L},0
Eldegoss V,Pokmon,Sword & Shield Promos,84,{G},0
Eldegoss,Pokmon,Shining Fates,84,{G},0
Gossifleur,Pokmon,Shining Fates,83,{G},0
Bunnelby,Pokmon,Sword & Shield Promos,82,{C},0
Orbeetle,Pokmon,Shining Fates,82,{G},0
Dottler,Pokmon,Shining Fates,81,{G},0
Polteageist,Pokmon,Sword & Shield Promos,81,{P},0
Dedenne,Pokmon,Sword & Shield Promos,80,{P},0
Blipbug,Pokmon,Shining Fates,80,{G},0
Galarian Mr. Rime,Pokmon,Sword & Shield Promos,79,{W},0
Rillaboom,Pokmon,Shining Fates,79,{G},0
Thwackey,Pokmon,Shining Fates,78,{G},0
Grookey,Pokmon,Shining Fates,77,{G},0
Decidueye,Pokmon,Shining Fates,76,{G},0
Dartrix,Pokmon,Shining Fates,75,{G},0
Rowlet,Pokmon,Shining Fates,74,{G},0
Alcremie VMAX,Pokmon,Shining Fates,73,{P},0
Skyla,Trainer,Shining Fates,72,0,Supporter
Rose,Trainer,Shining Fates,71,0,Supporter
Pok Kid,Trainer,Shining Fates,70,0,Supporter
Piers,Trainer,Shining Fates,69,0,Supporter
Gym Trainer,Trainer,Shining Fates,68,0,Supporter
Cara Liss,Trainer,Shining Fates,67,0,Supporter
Bird Keeper,Trainer,Shining Fates,66,0,Supporter
Ball Guy,Trainer,Shining Fates,65,0,Supporter
Alcremie V,Pokmon,Shining Fates,64,{P},0
Team Yell Towel,Trainer,Shining Fates,63,0,Item
Rusted Sword,Trainer,Shining Fates,62,0,Pokmon Tool
Pikachu V,Pokmon,Sword & Shield Promos,61,{L},0
Rusted Shield,Trainer,Shining Fates,61,0,Pokmon Tool
Professors Research,Trainer,Shining Fates,60,0,Supporter
Gym Trainer,Trainer,Shining Fates,59,0,Supporter
Bosss Orders,Trainer,Shining Fates,58,0,Supporter
Ball Guy,Trainer,Shining Fates,57,0,Supporter
Indeedee,Pokmon,Shining Fates,56,{C},0
Cramorant VMAX,Pokmon,Shining Fates,55,{C},0
Cramorant V,Pokmon,Shining Fates,54,{C},0
Greedent V,Pokmon,Shining Fates,53,{C},0
Eevee,Pokmon,Shining Fates,52,{C},0
Ditto VMAX,Pokmon,Shining Fates,51,{C},0
Ditto V,Pokmon,Shining Fates,50,{C},0
Cufant,Pokmon,Shining Fates,49,{M},0
Thievul,Pokmon,Shining Fates,48,{D},0
Nickit,Pokmon,Shining Fates,47,{D},0
Yveltal,Pokmon,Shining Fates,46,{D},0
Crobat VMAX,Pokmon,Shining Fates,45,{D},0
Crobat V,Pokmon,Shining Fates,44,{D},0
Spinarak,Pokmon,Shining Fates,43,{D},0
Galarian Weezing,Pokmon,Shining Fates,42,{D},0
Koffing,Pokmon,Shining Fates,41,{D},0
Trapinch,Pokmon,Shining Fates,40,{F},0
Indeedee V,Pokmon,Shining Fates,39,{P},0
Morpeko VMAX,Pokmon,Shining Fates,38,{L},0
Morpeko V,Pokmon,Shining Fates,37,{L},0
Morpeko,Pokmon,Shining Fates,36,{L},0
Morpeko,Pokmon,Shining Fates,35,{L},0
Rotom,Pokmon,Shining Fates,34,{L},0
Luxray,Pokmon,Shining Fates,33,{L},0
Luxio,Pokmon,Shining Fates,32,{L},0
Shinx,Pokmon,Shining Fates,31,{L},0
Frosmoth,Pokmon,Shining Fates,30,{W},0
Snom,Pokmon,Shining Fates,29,{W},0
Cramorant,Pokmon,Shining Fates,28,{W},0
Drednaw,Pokmon,Shining Fates,27,{W},0
Chewtle,Pokmon,Shining Fates,26,{W},0
Volcanion,Pokmon,Shining Fates,25,{W},0
Manaphy,Pokmon,Shining Fates,24,{W},0
Floatzel,Pokmon,Shining Fates,23,{W},0
Buizel,Pokmon,Shining Fates,22,{W},0
Kyogre,Pokmon,Shining Fates,21,{W},0
Horsea,Pokmon,Shining Fates,20,{W},0
Cinderace VMAX,Pokmon,Shining Fates,19,{R},0
Cinderace V,Pokmon,Shining Fates,18,{R},0
Reshiram,Pokmon,Shining Fates,17,{R},0
Zarude,Pokmon,Shining Fates,16,{G},0
Eldegoss,Pokmon,Shining Fates,15,{G},0
Gossifleur,Pokmon,Shining Fates,14,{G},0
Rillaboom,Pokmon,Shining Fates,13,{G},0
Thwackey,Pokmon,Shining Fates,12,{G},0
Grookey,Pokmon,Shining Fates,11,{G},0
Dhelmise VMAX,Pokmon,Shining Fates,10,{G},0
Dhelmise V,Pokmon,Shining Fates,9,{G},0
Decidueye,Pokmon,Shining Fates,8,{G},0
Dartrix,Pokmon,Shining Fates,7,{G},0
Rowlet,Pokmon,Shining Fates,6,{G},0
Tropius,Pokmon,Shining Fates,5,{G},0
Cacnea,Pokmon,Shining Fates,4,{G},0
Celebi,Pokmon,Shining Fates,3,{G},0
Yanmega,Pokmon,Shining Fates,2,{G},0
Yanma,Pokmon,Shining Fates,1,{G},0
Pikachu,Pokmon,McDonald's Collection 2021,25,{L},0
Sobble,Pokmon,McDonald's Collection 2021,23,{W},0
Popplio,Pokmon,McDonald's Collection 2021,22,{W},0
Froakie,Pokmon,McDonald's Collection 2021,21,{W},0
Oshawott,Pokmon,McDonald's Collection 2021,20,{W},0
Piplup,Pokmon,McDonald's Collection 2021,19,{W},0
Mudkip,Pokmon,McDonald's Collection 2021,18,{W},0
Totodile,Pokmon,McDonald's Collection 2021,17,{W},0
Squirtle,Pokmon,McDonald's Collection 2021,16,{W},0
Scorbunny,Pokmon,McDonald's Collection 2021,15,{R},0
Litten,Pokmon,McDonald's Collection 2021,14,{R},0
Fennekin,Pokmon,McDonald's Collection 2021,13,{R},0
Tepig,Pokmon,McDonald's Collection 2021,12,{R},0
Chimchar,Pokmon,McDonald's Collection 2021,11,{R},0
Torchic,Pokmon,McDonald's Collection 2021,10,{R},0
Charmander,Pokmon,McDonald's Collection 2021,8,{R},0
Cyndaquil,Pokmon,McDonald's Collection 2021,9,{R},0
Grookey,Pokmon,McDonald's Collection 2021,7,{G},0
Rowlet,Pokmon,McDonald's Collection 2021,6,{G},0
Chespin,Pokmon,McDonald's Collection 2021,5,{G},0
Snivy,Pokmon,McDonald's Collection 2021,4,{G},0
Turtwig,Pokmon,McDonald's Collection 2021,3,{G},0
Treecko,Pokmon,McDonald's Collection 2021,2,{G},0
Chikorita,Pokmon,McDonald's Collection 2021,24,{G},0
Bulbasaur,Pokmon,McDonald's Collection 2021,1,{G},0
Blastoise V,Pokmon,Sword & Shield Promos,101,{W},0
Venusaur V,Pokmon,Sword & Shield Promos,100,{G},0
Alakazam V,Pokmon,Sword & Shield Promos,83,{P},0
Orbeetle V,Pokmon,Sword & Shield Promos,78,{G},0
Zamazenta V,Pokmon,Sword & Shield Promos,77,{M},0
Zacian V,Pokmon,Sword & Shield Promos,76,{M},0
Telescopic Sight,Trainer,Vivid Voltage,203,0,Pokmon Tool
Memory Capsule,Trainer,Vivid Voltage,202,0,Pokmon Tool
Heros Medal,Trainer,Vivid Voltage,201,0,Pokmon Tool
Cape of Toughness,Trainer,Vivid Voltage,200,0,Pokmon Tool
Oranguru,Pokmon,Vivid Voltage,199,{C},0
Galarian Obstagoon,Pokmon,Vivid Voltage,198,{D},0
Opal,Trainer,Vivid Voltage,197,0,Supporter
Nessa,Trainer,Vivid Voltage,196,0,Supporter
Leon,Trainer,Vivid Voltage,195,0,Supporter
Beauty,Trainer,Vivid Voltage,194,0,Supporter
Bea,Trainer,Vivid Voltage,193,0,Supporter
Allister,Trainer,Vivid Voltage,192,0,Supporter
Togekiss VMAX,Pokmon,Vivid Voltage,191,{C},0
Aegislash VMAX,Pokmon,Vivid Voltage,190,{M},0
Coalossal VMAX,Pokmon,Vivid Voltage,189,{F},0
Pikachu VMAX,Pokmon,Vivid Voltage,188,{L},0
Galarian Darmanitan VMAX,Pokmon,Vivid Voltage,187,{W},0
Orbeetle VMAX,Pokmon,Vivid Voltage,186,{G},0
Pokmon Center Lady,Trainer,Vivid Voltage,185,0,Supporter
Opal,Trainer,Vivid Voltage,184,0,Supporter
Nessa,Trainer,Vivid Voltage,183,0,Supporter
Leon,Trainer,Vivid Voltage,182,0,Supporter
Beauty,Trainer,Vivid Voltage,181,0,Supporter
Bea,Trainer,Vivid Voltage,180,0,Supporter
Allister,Trainer,Vivid Voltage,179,0,Supporter
Togekiss V,Pokmon,Vivid Voltage,178,{C},0
Aegislash V,Pokmon,Vivid Voltage,177,{M},0
Steelix V,Pokmon,Vivid Voltage,176,{M},0
Drapion V,Pokmon,Vivid Voltage,175,{D},0
Galarian Sirfetchd V,Pokmon,Vivid Voltage,174,{F},0
Coalossal V,Pokmon,Vivid Voltage,173,{F},0
Alakazam V,Pokmon,Vivid Voltage,172,{P},0
Ampharos V,Pokmon,Vivid Voltage,171,{L},0
Pikachu V,Pokmon,Vivid Voltage,170,{L},0
Galarian Darmanitan V,Pokmon,Vivid Voltage,169,{W},0
Talonflame V,Pokmon,Vivid Voltage,168,{R},0
Zarude V,Pokmon,Vivid Voltage,167,{G},0
Orbeetle V,Pokmon,Vivid Voltage,166,{G},0
Wash {W} Energy,Energy,Vivid Voltage,165,{G},0
Stone {F} Energy,Energy,Vivid Voltage,164,{G},0
Coating {M} Energy,Energy,Vivid Voltage,163,{G},0
Aromatic {G} Energy,Energy,Vivid Voltage,162,{G},0
Wyndon Stadium,Trainer,Vivid Voltage,161,0,Stadium
Telescopic Sight,Trainer,Vivid Voltage,160,0,Pokmon Tool
Rocky Helmet,Trainer,Vivid Voltage,159,0,Pokmon Tool
Opal,Trainer,Vivid Voltage,158,0,Supporter
Nessa,Trainer,Vivid Voltage,157,0,Supporter
Moomoo Cheese,Trainer,Vivid Voltage,156,0,Item
Memory Capsule,Trainer,Vivid Voltage,155,0,Pokmon Tool
Leon,Trainer,Vivid Voltage,154,0,Supporter
League Staff,Trainer,Vivid Voltage,153,0,Supporter
Heros Medal,Trainer,Vivid Voltage,152,0,Pokmon Tool
Drone Rotom,Trainer,Vivid Voltage,151,0,Item
Circhester Bath,Trainer,Vivid Voltage,150,0,Stadium
Cara Liss,Trainer,Vivid Voltage,149,0,Supporter
Beauty,Trainer,Vivid Voltage,148,0,Supporter
Bea,Trainer,Vivid Voltage,147,0,Supporter
Allister,Trainer,Vivid Voltage,146,0,Supporter
Toucannon,Pokmon,Vivid Voltage,145,{C},0
Trumbeak,Pokmon,Vivid Voltage,144,{C},0
Pikipek,Pokmon,Vivid Voltage,143,{C},0
Tornadus,Pokmon,Vivid Voltage,142,{C},0
Togekiss VMAX,Pokmon,Vivid Voltage,141,{C},0
Togekiss V,Pokmon,Vivid Voltage,140,{C},0
Chatot,Pokmon,Vivid Voltage,139,{C},0
Rayquaza,Pokmon,Vivid Voltage,138,{C},0
Exploud,Pokmon,Vivid Voltage,137,{C},0
Loudred,Pokmon,Vivid Voltage,136,{C},0
Whismur,Pokmon,Vivid Voltage,135,{C},0
Swellow,Pokmon,Vivid Voltage,134,{C},0
Taillow,Pokmon,Vivid Voltage,133,{C},0
Lugia,Pokmon,Vivid Voltage,132,{C},0
Snorlax,Pokmon,Vivid Voltage,131,{C},0
Eevee,Pokmon,Vivid Voltage,130,{C},0
Duraludon,Pokmon,Vivid Voltage,129,{M},0
Magearna,Pokmon,Vivid Voltage,128,{M},0
Aegislash VMAX,Pokmon,Vivid Voltage,127,{M},0
Aegislash V,Pokmon,Vivid Voltage,126,{M},0
Galarian Stunfisk,Pokmon,Vivid Voltage,125,{M},0
Ferrothorn,Pokmon,Vivid Voltage,124,{M},0
Ferroseed,Pokmon,Vivid Voltage,123,{M},0
Excadrill,Pokmon,Vivid Voltage,122,{M},0
Dialga,Pokmon,Vivid Voltage,121,{M},0
Lucario,Pokmon,Vivid Voltage,120,{M},0
Jirachi,Pokmon,Vivid Voltage,119,{M},0
Metagross,Pokmon,Vivid Voltage,118,{M},0
Metang,Pokmon,Vivid Voltage,117,{M},0
Beldum,Pokmon,Vivid Voltage,116,{M},0
Steelix V,Pokmon,Vivid Voltage,115,{M},0
Forretress,Pokmon,Vivid Voltage,114,{M},0
Galarian Perrserker,Pokmon,Vivid Voltage,113,{M},0
Galarian Meowth,Pokmon,Vivid Voltage,112,{M},0
Garbodor,Pokmon,Vivid Voltage,111,{D},0
Trubbish,Pokmon,Vivid Voltage,110,{D},0
Krookodile,Pokmon,Vivid Voltage,109,{D},0
Krokorok,Pokmon,Vivid Voltage,108,{D},0
Sandile,Pokmon,Vivid Voltage,107,{D},0
Drapion V,Pokmon,Vivid Voltage,106,{D},0
Sableye,Pokmon,Vivid Voltage,105,{D},0
Mightyena,Pokmon,Vivid Voltage,104,{D},0
Poochyena,Pokmon,Vivid Voltage,103,{D},0
Zamazenta,Pokmon,Vivid Voltage,102,{F},0
Grapploct,Pokmon,Vivid Voltage,101,{F},0
Clobbopus,Pokmon,Vivid Voltage,100,{F},0
Coalossal VMAX,Pokmon,Vivid Voltage,99,{F},0
Coalossal V,Pokmon,Vivid Voltage,98,{F},0
Mudsdale,Pokmon,Vivid Voltage,97,{F},0
Mudbray,Pokmon,Vivid Voltage,96,{F},0
Lycanroc,Pokmon,Vivid Voltage,95,{F},0
Rockruff,Pokmon,Vivid Voltage,94,{F},0
Zygarde,Pokmon,Vivid Voltage,93,{F},0
Terrakion,Pokmon,Vivid Voltage,92,{F},0
Drilbur,Pokmon,Vivid Voltage,91,{F},0
Riolu,Pokmon,Vivid Voltage,90,{F},0
Regirock,Pokmon,Vivid Voltage,89,{F},0
Hitmontop,Pokmon,Vivid Voltage,88,{F},0
Donphan,Pokmon,Vivid Voltage,87,{F},0
Phanpy,Pokmon,Vivid Voltage,86,{F},0
Shuckle,Pokmon,Vivid Voltage,85,{F},0
Quagsire,Pokmon,Vivid Voltage,84,{F},0
Wooper,Pokmon,Vivid Voltage,83,{F},0
Zacian,Pokmon,Vivid Voltage,82,{P},0
Alcremie,Pokmon,Vivid Voltage,81,{P},0
Milcery,Pokmon,Vivid Voltage,80,{P},0
Diancie,Pokmon,Vivid Voltage,79,{P},0
Xerneas,Pokmon,Vivid Voltage,78,{P},0
Dedenne,Pokmon,Vivid Voltage,77,{P},0
Whimsicott,Pokmon,Vivid Voltage,76,{P},0
Cottonee,Pokmon,Vivid Voltage,75,{P},0
Swoobat,Pokmon,Vivid Voltage,74,{P},0
Sobble,Pokmon,Sword & Shield Promos,73,{W},0
Woobat,Pokmon,Vivid Voltage,73,{P},0
Vaporeon,Pokmon,Sword & Shield Promos,72,{W},0
Chimecho,Pokmon,Vivid Voltage,72,{P},0
Scorbunny,Pokmon,Sword & Shield Promos,71,{R},0
Dusknoir,Pokmon,Vivid Voltage,71,{P},0
Grookey,Pokmon,Sword & Shield Promos,70,{G},0
Dusclops,Pokmon,Vivid Voltage,70,{P},0
Duskull,Pokmon,Vivid Voltage,69,{P},0
Lugia,Pokmon,Sword & Shield Promos,69,{C},0
Snorlax,Pokmon,Sword & Shield Promos,68,{C},0
Banette,Pokmon,Vivid Voltage,68,{P},0
Shuppet,Pokmon,Vivid Voltage,67,{P},0
Donphan,Pokmon,Sword & Shield Promos,67,{F},0
Shedinja,Pokmon,Vivid Voltage,66,{P},0
Charizard,Pokmon,Sword & Shield Promos,66,{R},0
Girafarig,Pokmon,Vivid Voltage,65,{P},0
Clefable,Pokmon,Vivid Voltage,64,{P},0
Clefairy,Pokmon,Vivid Voltage,63,{P},0
Pincurchin,Pokmon,Vivid Voltage,62,{L},0
Zeraora,Pokmon,Vivid Voltage,61,{L},0
Duraludon,Pokmon,Sword & Shield Promos,60,{M},0
Zekrom,Pokmon,Vivid Voltage,60,{L},0
Galarian Obstagoon,Pokmon,Sword & Shield Promos,59,{D},0
Eelektross,Pokmon,Vivid Voltage,59,{L},0
Alcremie,Pokmon,Sword & Shield Promos,58,{P},0
Eelektrik,Pokmon,Vivid Voltage,58,{L},0
Tynamo,Pokmon,Vivid Voltage,57,{L},0
Galvantula,Pokmon,Vivid Voltage,56,{L},0
Joltik,Pokmon,Vivid Voltage,55,{L},0
Zebstrika,Pokmon,Vivid Voltage,54,{L},0
Blitzle,Pokmon,Vivid Voltage,53,{L},0
Manectric,Pokmon,Vivid Voltage,52,{L},0
Electrike,Pokmon,Vivid Voltage,51,{L},0
Raikou,Pokmon,Vivid Voltage,50,{L},0
Ampharos V,Pokmon,Vivid Voltage,49,{L},0
Zapdos,Pokmon,Vivid Voltage,48,{L},0
Jolteon,Pokmon,Vivid Voltage,47,{L},0
Electrode,Pokmon,Vivid Voltage,46,{L},0
Voltorb,Pokmon,Vivid Voltage,45,{L},0
Pikachu VMAX,Pokmon,Vivid Voltage,44,{L},0
Pikachu V,Pokmon,Vivid Voltage,43,{L},0
Barraskewda,Pokmon,Vivid Voltage,42,{W},0
Arrokuda,Pokmon,Vivid Voltage,41,{W},0
Cramorant,Pokmon,Vivid Voltage,40,{W},0
Drednaw,Pokmon,Vivid Voltage,39,{W},0
Chewtle,Pokmon,Vivid Voltage,38,{W},0
Galarian Darmanitan VMAX,Pokmon,Vivid Voltage,37,{W},0
Galarian Darmanitan V,Pokmon,Vivid Voltage,36,{W},0
Samurott,Pokmon,Vivid Voltage,35,{W},0
Dewott,Pokmon,Vivid Voltage,34,{W},0
Oshawott,Pokmon,Vivid Voltage,33,{W},0
Wailord,Pokmon,Vivid Voltage,32,{W},0
Wailmer,Pokmon,Vivid Voltage,31,{W},0
Vaporeon,Pokmon,Vivid Voltage,30,{W},0
Talonflame V,Pokmon,Vivid Voltage,29,{R},0
Magcargo,Pokmon,Vivid Voltage,28,{R},0
Slugma,Pokmon,Vivid Voltage,27,{R},0
Flareon,Pokmon,Vivid Voltage,26,{R},0
Charizard,Pokmon,Vivid Voltage,25,{R},0
Charmeleon,Pokmon,Vivid Voltage,24,{R},0
Charmander,Pokmon,Vivid Voltage,23,{R},0
Zarude V,Pokmon,Vivid Voltage,22,{G},0
Orbeetle VMAX,Pokmon,Vivid Voltage,21,{G},0
Orbeetle V,Pokmon,Vivid Voltage,20,{G},0
Dhelmise,Pokmon,Vivid Voltage,19,{G},0
Gogoat,Pokmon,Vivid Voltage,18,{G},0
Skiddo,Pokmon,Vivid Voltage,17,{G},0
Genesect,Pokmon,Vivid Voltage,16,{G},0
Shaymin,Pokmon,Vivid Voltage,15,{G},0
Ninjask,Pokmon,Vivid Voltage,14,{G},0
Nincada,Pokmon,Vivid Voltage,13,{G},0
Shiftry,Pokmon,Vivid Voltage,12,{G},0
Nuzleaf,Pokmon,Vivid Voltage,11,{G},0
Seedot,Pokmon,Vivid Voltage,10,{G},0
Celebi,Pokmon,Vivid Voltage,9,{G},0
Pineco,Pokmon,Vivid Voltage,8,{G},0
Yanmega,Pokmon,Vivid Voltage,7,{G},0
Yanma,Pokmon,Vivid Voltage,6,{G},0
Exeggutor,Pokmon,Vivid Voltage,5,{G},0
Exeggcute,Pokmon,Vivid Voltage,4,{G},0
Beedrill,Pokmon,Vivid Voltage,3,{G},0
Kakuna,Pokmon,Vivid Voltage,2,{G},0
Weedle,Pokmon,Vivid Voltage,1,{G},0
Special Delivery Pikachu,Pokmon,Sword & Shield Promos,74,{L},0
Togepi & Cleffa & Igglybuff-GX,Pokmon,Cosmic Eclipse,144,{Y},0
Jirachi-GX,Pokmon,Unified Minds,79,{P},0
Grimmsnarl V,Pokmon,Sword & Shield Promos,57,{D},0
Morpeko V,Pokmon,Sword & Shield Promos,56,{L},0
Hatterene V,Pokmon,Sword & Shield Promos,55,{P},0
Grookey on the Ball,Pokmon,Pokmon Futsal Promos 2020,3,{G},0
Coalossal,Pokmon,Sword & Shield Promos,54,{F},0
Machamp,Pokmon,Sword & Shield Promos,53,{F},0
Gengar,Pokmon,Sword & Shield Promos,52,{P},0
Lapras,Pokmon,Sword & Shield Promos,51,{W},0
Suspicious Food Tin,Trainer,Champion's Path,80,0,Item
Charizard V,Pokmon,Champion's Path,79,{R},0
Piers,Trainer,Champion's Path,78,0,Supporter
Kabu,Trainer,Champion's Path,77,0,Supporter
Gardevoir VMAX,Pokmon,Champion's Path,76,{P},0
Drednaw VMAX,Pokmon,Champion's Path,75,{W},0
Charizard VMAX,Pokmon,Champion's Path,74,{R},0
Hop,Trainer,Champion's Path,73,0,Supporter
Grapploct V,Pokmon,Champion's Path,72,{F},0
Galarian Cursola V,Pokmon,Champion's Path,71,{P},0
Gardevoir V,Pokmon,Champion's Path,70,{P},0
Drednaw V,Pokmon,Champion's Path,69,{W},0
Turffield Stadium,Trainer,Champion's Path,68,0,Stadium
Team Yell Grunt,Trainer,Champion's Path,67,0,Supporter
Suspicious Food Tin,Trainer,Champion's Path,66,0,Item
Sonia,Trainer,Champion's Path,65,0,Supporter
Rotom Phone,Trainer,Champion's Path,64,0,Item
Rotom Bike,Trainer,Champion's Path,63,0,Item
Professors Research,Trainer,Champion's Path,62,0,Supporter
Potion,Trainer,Champion's Path,61,0,Item
Pokmon Center Lady,Trainer,Champion's Path,60,0,Supporter
Pok Ball,Trainer,Champion's Path,59,0,Item
Piers,Trainer,Champion's Path,58,0,Supporter
Milo,Trainer,Champion's Path,57,0,Supporter
Marnie,Trainer,Champion's Path,56,0,Supporter
Kabu,Trainer,Champion's Path,55,0,Supporter
Hyper Potion,Trainer,Champion's Path,54,0,Item
Hop,Trainer,Champion's Path,53,0,Supporter
Great Ball,Trainer,Champion's Path,52,0,Item
Full Heal,Trainer,Champion's Path,51,0,Item
Bede,Trainer,Champion's Path,50,0,Supporter
Charizard V,Pokmon,Sword & Shield Promos,50,{R},0
Dubwool V,Pokmon,Sword & Shield Promos,49,{C},0
Altaria,Pokmon,Champion's Path,49,{C},0
Swablu,Pokmon,Champion's Path,48,{C},0
Centiskorch,Pokmon,Sword & Shield Promos,48,{R},0
Duraludon V,Pokmon,Champion's Path,47,{M},0
Drednaw,Pokmon,Sword & Shield Promos,47,{W},0
Eldegoss,Pokmon,Sword & Shield Promos,46,{G},0
Nickit,Pokmon,Champion's Path,46,{D},0
Malamar,Pokmon,Champion's Path,45,{D},0
Inkay,Pokmon,Champion's Path,44,{D},0
Galarian Sirfetchd V,Pokmon,Sword & Shield Promos,43,{F},0
Trubbish,Pokmon,Champion's Path,43,{D},0
Scrafty,Pokmon,Champion's Path,42,{D},0
Scraggy,Pokmon,Champion's Path,41,{D},0
Liepard,Pokmon,Champion's Path,40,{D},0
Purrloin,Pokmon,Champion's Path,39,{D},0
Absol,Pokmon,Champion's Path,38,{D},0
Galarian Obstagoon,Pokmon,Champion's Path,37,{D},0
Galarian Linoone,Pokmon,Champion's Path,36,{D},0
Galarian Zigzagoon,Pokmon,Champion's Path,35,{D},0
Arbok,Pokmon,Champion's Path,34,{D},0
Ekans,Pokmon,Champion's Path,33,{D},0
Grapploct V,Pokmon,Champion's Path,32,{F},0
Rolycoly,Pokmon,Champion's Path,31,{F},0
Lycanroc,Pokmon,Champion's Path,30,{F},0
Rockruff,Pokmon,Champion's Path,29,{F},0
Zygarde,Pokmon,Champion's Path,28,{F},0
Lucario V,Pokmon,Champion's Path,27,{F},0
Machamp,Pokmon,Champion's Path,26,{F},0
Machoke,Pokmon,Champion's Path,25,{F},0
Machop,Pokmon,Champion's Path,24,{F},0
Alcremie VMAX,Pokmon,Champion's Path,23,{P},0
Alcremie V,Pokmon,Champion's Path,22,{P},0
Galarian Cursola V,Pokmon,Champion's Path,21,{P},0
Hatterene,Pokmon,Champion's Path,20,{P},0
Hattrem,Pokmon,Champion's Path,19,{P},0
Hatenna,Pokmon,Champion's Path,18,{P},0
Gardevoir VMAX,Pokmon,Champion's Path,17,{P},0
Gardevoir V,Pokmon,Champion's Path,16,{P},0
Drednaw VMAX,Pokmon,Champion's Path,15,{W},0
Drednaw V,Pokmon,Champion's Path,14,{W},0
Wailord V,Pokmon,Champion's Path,13,{W},0
Sharpedo,Pokmon,Champion's Path,12,{W},0
Carvanha,Pokmon,Champion's Path,11,{W},0
Centiskorch,Pokmon,Champion's Path,10,{R},0
Sizzlipede,Pokmon,Champion's Path,9,{R},0
Incineroar V,Pokmon,Champion's Path,8,{R},0
Victini,Pokmon,Champion's Path,7,{R},0
Vulpix,Pokmon,Champion's Path,6,{R},0
Eldegoss V,Pokmon,Champion's Path,5,{G},0
Beedrill,Pokmon,Champion's Path,4,{G},0
Kakuna,Pokmon,Champion's Path,3,{G},0
Weedle,Pokmon,Champion's Path,2,{G},0
Venusaur V,Pokmon,Champion's Path,1,{G},0
Eevee on the Ball,Pokmon,Pokmon Futsal Promos 2020,2,{C},0
Pikachu on the Ball,Pokmon,Pokmon Futsal Promos 2020,1,{L},0
Eevee V,Pokmon,Sword & Shield Promos,65,{C},0
Eternatus V,Pokmon,Sword & Shield Promos,64,{D},0
Pikachu V,Pokmon,Sword & Shield Promos,63,{L},0
Eternatus VMAX,Pokmon,Sword & Shield Promos,45,{D},0
Eternatus V,Pokmon,Sword & Shield Promos,44,{D},0
Capture Energy,Energy,Darkness Ablaze,201,{D},0
Turbo Patch,Trainer,Darkness Ablaze,200,0,Item
Big Parasol,Trainer,Darkness Ablaze,199,0,Pokmon Tool
Coalossal,Pokmon,Darkness Ablaze,198,{F},0
Rillaboom,Pokmon,Darkness Ablaze,197,{G},0
Rose,Trainer,Darkness Ablaze,196,0,Supporter
Pokmon Breeders Nurturing,Trainer,Darkness Ablaze,195,0,Supporter
Salamence VMAX,Pokmon,Darkness Ablaze,194,{C},0
Scizor VMAX,Pokmon,Darkness Ablaze,193,{M},0
Eternatus VMAX,Pokmon,Darkness Ablaze,192,{D},0
Centiskorch VMAX,Pokmon,Darkness Ablaze,191,{R},0
Butterfree VMAX,Pokmon,Darkness Ablaze,190,{G},0
Rose,Trainer,Darkness Ablaze,189,0,Supporter
Pokmon Breeders Nurturing,Trainer,Darkness Ablaze,188,0,Supporter
Piers,Trainer,Darkness Ablaze,187,0,Supporter
Kabu,Trainer,Darkness Ablaze,186,0,Supporter
Salamence V,Pokmon,Darkness Ablaze,185,{C},0
Galarian Stunfisk V,Pokmon,Darkness Ablaze,184,{M},0
Scizor V,Pokmon,Darkness Ablaze,183,{M},0
Crobat V,Pokmon,Darkness Ablaze,182,{D},0
Rhyperior V,Pokmon,Darkness Ablaze,181,{F},0
Vikavolt V,Pokmon,Darkness Ablaze,180,{L},0
Centiskorch V,Pokmon,Darkness Ablaze,179,{R},0
Houndoom V,Pokmon,Darkness Ablaze,178,{R},0
Butterfree V,Pokmon,Darkness Ablaze,177,{G},0
Powerful {C} Energy,Energy,Darkness Ablaze,176,{G},0
Hiding {D} Energy,Energy,Darkness Ablaze,175,{G},0
Heat {R} Energy,Energy,Darkness Ablaze,174,{G},0
Yell Horn,Trainer,Darkness Ablaze,173,0,Item
Turbo Patch,Trainer,Darkness Ablaze,172,0,Item
Struggle Gloves,Trainer,Darkness Ablaze,171,0,Pokmon Tool
Spikemuth,Trainer,Darkness Ablaze,170,0,Stadium
Rose Tower,Trainer,Darkness Ablaze,169,0,Stadium
Rose,Trainer,Darkness Ablaze,168,0,Supporter
